00000,-0.239327,-0.065725,0.968712
00001,-0.245611,-0.963346,0.107890
00002,0.120912,-0.367303,-0.922208
00003,-0.856404,-0.515018,0.036445
00004,-0.462218,0.362024,0.809502
00005,0.904983,-0.418501,-0.076571
00006,0.064522,0.996837,0.046390
00007,0.039877,0.255696,-0.965934
00008,0.775696,0.539968,0.326696
00009,-0.555959,0.734237,-0.389622
00010,-0.075990,0.199116,-0.977025
00011,0.254804,-0.276118,-0.926733
00012,0.354228,0.638342,-0.683404
00013,0.814594,-0.116327,0.568248
00014,0.245435,0.087497,-0.965456
00015,-0.050409,0.392233,-0.918484
00016,0.406995,0.738442,-0.537641
00017,-0.317679,0.946859,0.050381
00018,-0.776401,-0.045195,0.628616
00019,0.073479,0.780366,0.620991
00020,0.276065,0.939474,0.202919
00021,0.431031,0.403525,0.807081
00022,-0.307412,0.651798,0.693295
00023,-0.604811,-0.335250,-0.722365
00024,0.792116,-0.609001,0.040867
00025,0.626737,0.773026,0.098141
00026,0.350648,-0.570523,-0.742664
00027,-0.397010,-0.343447,-0.851133
00028,-0.716716,-0.671366,0.188643
00029,-0.156817,0.641854,0.750621
00030,-0.040200,-0.099103,-0.994265
00031,-0.760945,0.323532,0.562396
00032,0.858759,-0.308537,-0.409071
00033,0.886759,-0.239552,-0.395315
00034,-0.152042,0.661360,-0.734497
00035,0.120877,-0.593368,0.795803
00036,0.166370,0.275472,0.946803
00037,-0.722193,-0.620325,-0.305995
00038,0.755276,0.339493,-0.560628
00039,-0.525760,0.695869,0.489227
00040,-0.840563,0.485996,0.239294
00041,0.631144,0.724773,-0.276336
00042,0.659072,0.225607,0.717444
00043,0.031273,0.046609,0.998424
00044,-0.776658,0.411066,0.477313
00045,-0.769514,-0.193689,-0.608550
00046,-0.308498,0.877292,-0.367678
00047,0.119386,-0.948679,-0.292840
00048,0.438402,-0.791674,0.425507
00049,0.901290,-0.223141,-0.371328
00050,0.665480,0.465472,-0.583500
00051,0.559043,-0.490970,-0.668147
00052,0.730144,0.313727,0.607013
00053,-0.558222,-0.658956,-0.504147
00054,0.326580,0.905976,-0.269359
00055,0.694902,0.608605,-0.383030
00056,0.393193,-0.680976,-0.617795
00057,0.193124,0.140721,0.971031
00058,-0.154452,0.153862,-0.975946
00059,-0.896563,-0.440507,-0.046142
00060,0.930710,0.361277,-0.057083
00061,0.709096,-0.313612,-0.631530
00062,-0.026497,0.520865,-0.853228
00063,0.987995,0.128922,0.085117
00064,-0.383483,0.776410,0.500128
00065,0.710715,0.675581,-0.196148
00066,-0.689372,-0.587621,0.423637
00067,-0.549347,-0.835584,-0.004109
00068,0.161950,0.969067,-0.186231
00069,0.266234,0.814229,-0.515898
00070,-0.563581,-0.810186,0.161167
00071,-0.889570,-0.146275,0.432746
00072,0.482118,-0.318259,0.816256
00073,0.791824,0.192052,-0.579768
00074,0.209358,-0.178853,0.961343
00075,-0.278248,0.477423,0.833454
00076,-0.803274,0.106892,-0.585940
00077,-0.178961,0.598217,-0.781095
00078,-0.824779,-0.515495,-0.232388
00079,-0.386195,-0.527486,0.756711
00080,-0.933792,-0.357203,0.020913
00081,-0.413941,-0.394777,-0.820246
00082,-0.492923,-0.802077,0.337193
00083,-0.295029,-0.747384,-0.595294
00084,0.335338,-0.763626,0.551746
00085,-0.643923,0.212183,-0.735079
00086,0.401748,0.461884,-0.790735
00087,-0.606379,-0.302074,0.735565
00088,0.745718,-0.356670,-0.562753
00089,-0.679410,0.191261,0.708393
00090,0.751964,-0.481704,-0.450013
00091,-0.424705,0.749688,0.507536
00092,0.010811,-0.200559,0.979622
00093,0.242520,0.191342,-0.951090
00094,-0.127708,0.949483,-0.286657
00095,0.254631,-0.419309,-0.871403
00096,-0.250306,0.798676,-0.547233
00097,-0.989723,0.101687,0.100536
00098,-0.896291,-0.310891,0.316242
00099,0.572018,-0.516366,-0.637308
