00000,18,-0.844228,-0.443647,-0.270367,0.131748,-0.736783,-1.063599,3.159781
00001,18,-0.851607,-0.408705,-0.273760,0.181055,-0.744980,-1.052701,3.171595
00002,18,-0.855055,-0.373663,-0.275657,0.230801,-0.753177,-1.041803,3.183408
00003,18,-0.854504,-0.338699,-0.276196,0.280751,-0.761374,-1.030905,3.195222
00004,18,-0.849909,-0.303982,-0.275522,0.330663,-0.769571,-1.020007,3.207035
00005,18,-0.841248,-0.269669,-0.273791,0.380288,-0.777768,-1.009109,3.218849
00006,18,-0.828527,-0.235907,-0.271159,0.429374,-0.785965,-0.998211,3.230662
00007,18,-0.811777,-0.202833,-0.267790,0.477667,-0.794162,-0.987313,3.242476
00008,18,-0.791051,-0.170567,-0.263847,0.524909,-0.802359,-0.976415,3.254289
00009,18,-0.766430,-0.139220,-0.259495,0.570846,-0.810555,-0.965517,3.266103
00010,18,-0.738018,-0.108885,-0.254897,0.615225,-0.818752,-0.954619,3.277916
00011,18,-0.705943,-0.079646,-0.250212,0.657795,-0.826949,-0.943721,3.289730
00012,18,-0.670357,-0.051568,-0.245595,0.698316,-0.835146,-0.932823,3.301543
00013,18,-0.631434,-0.024703,-0.241195,0.736550,-0.843343,-0.921925,3.313357
00014,18,-0.589367,0.000909,-0.237152,0.772272,-0.851540,-0.911027,3.325170
00015,18,-0.544373,0.025245,-0.233599,0.805265,-0.859737,-0.900129,3.336984
00016,18,-0.496683,0.048294,-0.230656,0.835327,-0.867934,-0.889231,3.348797
00017,18,-0.446549,0.070060,-0.228431,0.862267,-0.876131,-0.878333,3.360611
00018,18,-0.394236,0.090558,-0.227022,0.885911,-0.884328,-0.867435,3.372425
00019,18,-0.340022,0.109816,-0.226511,0.906101,-0.892525,-0.856537,3.384238
00020,18,-0.284199,0.127873,-0.226963,0.922695,-0.900721,-0.845639,3.396052
00021,18,-0.227067,0.144781,-0.228433,0.935573,-0.908918,-0.834741,3.407865
00022,18,-0.168936,0.160597,-0.230955,0.944632,-0.917115,-0.823843,3.419679
00023,18,-0.110118,0.175391,-0.234548,0.949789,-0.925312,-0.812945,3.431492
00024,18,-0.050933,0.189237,-0.239216,0.950984,-0.933509,-0.802047,3.443306
00025,18,0.008301,0.202218,-0.244943,0.948178,-0.941706,-0.791149,3.455119
00026,18,0.067265,0.214421,-0.251699,0.941353,-0.949903,-0.780251,3.466933
00027,18,0.125642,0.225936,-0.259436,0.930516,-0.958100,-0.769353,3.478746
00028,18,0.183122,0.236858,-0.268089,0.915692,-0.966297,-0.758455,3.490560
00029,18,0.239400,0.247281,-0.277580,0.896933,-0.974494,-0.747557,3.502373
00030,18,0.294181,0.257300,-0.287812,0.874310,-0.982691,-0.736659,3.514187
00031,18,0.347181,0.267009,-0.298678,0.847917,-0.990887,-0.725761,3.526000
00032,18,0.398127,0.276500,-0.310054,0.817869,-0.999084,-0.714863,3.537814
00033,18,0.446761,0.285860,-0.321806,0.784301,-1.007281,-0.703965,3.549627
00034,18,0.492844,0.295173,-0.333789,0.747370,-1.015478,-0.693067,3.561441
00035,18,0.536151,0.304516,-0.345846,0.707249,-1.023675,-0.682169,3.573254
00036,18,0.576478,0.313960,-0.357816,0.664131,-1.031872,-0.671271,3.585068
00037,18,0.613640,0.323566,-0.369527,0.618224,-1.040069,-0.660373,3.596881
00038,18,0.647475,0.333388,-0.380803,0.569752,-1.048266,-0.649475,3.608695
00039,18,0.677841,0.343470,-0.391466,0.518954,-1.056463,-0.638577,3.620508
00040,18,0.704621,0.353847,-0.401335,0.466080,-1.064660,-0.627679,3.632322
00041,18,0.727722,0.364541,-0.410228,0.411392,-1.072857,-0.616781,3.644135
00042,18,0.747073,0.375564,-0.417966,0.355159,-1.081053,-0.605883,3.655949
00043,18,0.762628,0.386915,-0.424373,0.297661,-1.089250,-0.594985,3.667762
00044,18,0.774368,0.398583,-0.429277,0.239180,-1.097447,-0.584087,3.679576
00045,18,0.782294,0.410543,-0.432514,0.180006,-1.105644,-0.573189,3.691389
00046,18,0.786434,0.422759,-0.433928,0.120427,-1.113841,-0.562291,3.703203
00047,18,0.786838,0.435183,-0.433373,0.060735,-1.122038,-0.551393,3.715016
00048,18,0.783581,0.447754,-0.430715,0.001217,-1.130235,-0.540495,3.726830
00049,18,0.776756,0.460403,-0.425832,-0.057839,-1.138432,-0.529597,3.738643
00050,18,0.766482,0.473046,-0.418618,-0.116154,-1.146629,-0.518699,3.750457
00051,18,0.752894,0.485591,-0.408982,-0.173453,-1.154826,-0.507801,3.762270
00052,18,0.736147,0.497937,-0.396849,-0.229471,-1.163023,-0.496903,3.774084
