00000,621.0
00001,853.1999999999999
00002,22.1
00003,67.2
00004,529.8000000000001
00005,92.39999999999999
00006,148.7
00007,385.7
00008,148.7
00009,13.700000000000001
00010,22.1
00011,57.4
00012,452.0
00013,13.700000000000001
00014,126.9
00015,13.700000000000001
00016,108.3
00017,25.9
00018,41.8
00019,78.8
00020,13.700000000000001
00021,22.1
00022,48.9
00023,25.9
00024,529.8000000000001
00025,126.9
00026,727.9
00027,67.2
00028,108.3
00029,13.700000000000001
00030,853.1999999999999
00031,78.8
00032,204.3
00033,78.8
00034,13.700000000000001
00035,174.3
00036,48.9
00037,78.8
00038,174.3
00039,18.9
00040,329.0
00041,174.3
00042,280.7
00043,92.39999999999999
00044,108.3
00045,204.3
00046,148.7
00047,621.0
00048,25.9
00049,329.0
00050,621.0
00051,853.1999999999999
00052,329.0
00053,92.39999999999999
00054,204.3
00055,452.0
00056,204.3
00057,174.3
00058,853.1999999999999
00059,621.0
00060,329.0
00061,16.1
00062,57.4
00063,329.0
00064,621.0
00065,385.7
00066,108.3
00067,10.0
00068,174.3
00069,22.1
00070,126.9
00071,57.4
00072,385.7
00073,329.0
00074,126.9
00075,452.0
00076,57.4
00077,108.3
00078,13.700000000000001
00079,13.700000000000001
00080,621.0
00081,452.0
00082,35.6
00083,452.0
00084,13.700000000000001
00085,48.9
00086,148.7
00087,11.700000000000001
00088,30.4
00089,48.9
00090,78.8
00091,25.9
00092,57.4
00093,13.700000000000001
00094,18.9
00095,239.5
00096,16.1
00097,148.7
00098,174.3
00099,16.1
