00000,-0.090769,-0.268056,-0.959118
00001,0.660697,-0.222828,0.716817
00002,0.020908,0.043648,0.998828
00003,0.914855,-0.026219,0.402931
00004,-0.599201,-0.642363,-0.477836
00005,-0.783093,0.619476,0.054909
00006,-0.333023,-0.869662,0.364394
00007,-0.571452,0.614164,0.544284
00008,-0.897114,0.017012,0.441471
00009,0.521881,-0.829806,0.197642
00010,0.961544,-0.093696,-0.258174
00011,-0.028236,-0.943525,-0.330096
00012,-0.687853,-0.233811,0.687162
00013,-0.992000,0.082283,0.095736
00014,0.602625,-0.416736,-0.680569
00015,0.092397,0.189984,0.977430
00016,0.081161,-0.156588,0.984324
00017,0.931174,-0.179445,-0.317357
00018,0.157067,0.608211,0.778081
00019,-0.902985,-0.292448,0.314791
00020,-0.279968,-0.166881,-0.945393
00021,-0.097932,0.751166,0.652808
00022,-0.663401,-0.716759,0.214839
00023,0.409618,0.599926,-0.687242
00024,-0.012478,0.120054,-0.992689
00025,0.624823,0.007621,0.780730
00026,-0.161243,0.975104,0.152226
00027,-0.768684,0.330678,-0.547519
00028,-0.961983,0.024848,0.271978
00029,0.247324,0.524732,-0.814547
00030,0.783008,0.446761,-0.432786
00031,-0.344883,0.515643,0.784327
00032,-0.604810,0.674012,0.424160
00033,0.459592,0.227465,0.858507
00034,0.321788,0.469437,0.822242
00035,-0.168042,0.825386,0.538979
00036,-0.041895,-0.445742,0.894181
00037,-0.132820,0.642644,0.754564
00038,-0.916156,0.293250,-0.273245
00039,0.527799,0.523917,0.668535
00040,0.597899,0.793984,0.110032
00041,-0.969668,0.084844,0.229229
00042,0.848708,-0.201721,-0.488880
00043,-0.228820,-0.022978,-0.973197
00044,-0.162221,0.439483,0.883481
00045,-0.992038,-0.120843,-0.035457
00046,0.234336,0.908812,0.345178
00047,0.315066,-0.808091,0.497717
00048,-0.666692,-0.553113,-0.499588
00049,0.911605,0.402848,0.081788
00050,0.460650,0.180465,-0.869042
00051,0.842697,0.533586,-0.071749
00052,-0.261040,0.780853,0.567562
00053,-0.521552,0.539311,0.661156
00054,0.318589,-0.866801,0.383611
00055,-0.580931,-0.486911,-0.652255
00056,-0.405828,-0.899503,-0.161858
00057,-0.324123,-0.037553,-0.945269
00058,-0.174944,0.837032,0.518432
00059,0.902066,-0.127580,-0.412310
00060,-0.720586,-0.089741,0.687533
00061,-0.568551,-0.639012,-0.518086
00062,-0.668394,-0.503439,0.547539
00063,-0.699900,-0.466953,-0.540459
00064,-0.503741,0.391187,0.770207
00065,-0.509776,0.848551,-0.141736
00066,-0.749789,0.474682,-0.460970
00067,-0.148523,0.693417,-0.705063
00068,-0.520595,-0.359158,-0.774588
00069,-0.573105,-0.568995,0.589742
00070,-0.232802,0.123505,0.964650
00071,-0.740116,-0.552161,-0.383858
00072,0.652839,-0.349179,-0.672217
00073,-0.234952,0.478488,0.846077
00074,0.882912,-0.439142,0.166192
00075,-0.200089,0.897748,-0.392445
00076,0.978270,0.150021,0.143115
00077,-0.468423,0.004530,0.883493
00078,0.744745,0.327864,-0.581257
00079,-0.513414,0.593491,0.619818
00080,0.114561,-0.600350,0.791490
00081,-0.152698,-0.259047,0.953718
00082,0.860591,0.340234,-0.378977
00083,0.036472,0.722614,0.690288
00084,-0.641989,-0.557208,-0.526659
00085,-0.535249,0.758789,0.371145
00086,-0.868367,0.407549,-0.282565
00087,0.951875,0.189590,0.240812
00088,-0.017321,-0.964953,-0.261850
00089,-0.754458,0.125871,0.644166
00090,-0.768010,0.111111,-0.630726
00091,0.459734,0.850546,-0.255375
00092,0.560053,-0.798910,-0.219279
00093,0.504016,-0.808331,0.304252
00094,-0.397854,0.451762,0.798513
00095,-0.714333,0.300871,0.631827
00096,-0.455934,0.878318,0.143811
00097,-0.682100,-0.391675,-0.617519
00098,-0.596925,0.488224,-0.636645
00099,0.048852,0.991533,-0.120314
